name,barcode,quantityUnitType,salesPrice,productDesc,category,brand,productImg
Сыр плавленый Hohland Маасдам150гр,2500303750018 4607004891083,pcs,"1,180",,,,
Сыр плавленый Hohland Тройное удовольствие 140гр,4607004892806,pcs,"1,240",,,,
Сыр плавленый Hohland сырное 140гр,4607004892936,pcs,980,,,,
Сыр плавленый Hohland ветчина ассорти140гр,4607004892967,pcs,"1,160",,,,
Сыр плавленый Hohland грибы ассорти140гр,4607004892943,pcs,"1,165",,,,
Сыр плавленый Hohland Сливочный ассорти140гр,4607004892783,pcs,"1,240",,,,
Сыр плавленый Hohland грибы 200гр,4607004890185,pcs,"1,775",,,,
Сыр плавленый Hohland Сливочный 200гр,4607004890147,pcs,"1,775",,,,
Сыр плавленый Hohland Швейцарский 200гр,4607004892103,pcs,"1,655",,,,
Сыр плавленый Hohland Маасдам 200гр,4607004891878,pcs,"1,655",,,,
Сыр творожен Hohland сливочный 140гр,4607004891373,pcs,"1,255",,,,
Сыр плавленый Hohland Фетакса 200гр,4607004892608,pcs,"1,700",,,,
Сыр Hohland Сливочный творожен 220гр,4607004891694,pcs,"1,775",,,,
Сыр творожен Hohland с зеленью 140гр,4607004891397,pcs,"1,200",,,,
Сыр чечел косичка 90гр Мета,2500303890011 4610043821478,pcs,"1,280",,,,
Масло Гормол сливочное 200гр,4870212681481,kg,"1,375",,,,
"АйранТурецкий Гормол 1,5%- 250гр",4870212681924,pcs,200,,,,
Курт Золото Тюрков 50гр,769503777733,pcs,640,,,,
Курт Домашний майлы Айжан ИП,2500304260011,kg,"5,500",,,,
"Йогурт питьевой Эмиль лесные ягоды 1,5% 900 гр.",4870250270050,pcs,830,,,,
"Сметана, 20% п/стакан, 180 гр.",4870250270081,pcs,700,,,,
"Сметана, 20% п/стакан, 380 гр.",4870250270098,pcs,"1,115",,,,
"Айран турецкий 1,4 % 0,25 кг Натеже.",4870235430028,pcs,200,,,,
"Творог Крестьянский 4 % 0,200 кг Натеже.",2500307640018,pcs,,,,,
Сыр Чиссбер соломка 50 гр.,4870052009902,pcs,375,,,,
"Йогурт Клубника 0,45 л 1,5% Село Лесное.",4870210770460,pcs,465,,,,
"Йогурт (Персик) 0,45 л 1,5% Село Лесное.",4870210770613,pcs,440,,,,
"Йогурт (Лесная ягода) 0,45 л 1,5% Село Лесное.",4870210770620,pcs,465,,,,
"Йогурт (Чернослив) 0,45 л 1,5% Село Лесное.",4870210770682,pcs,445,,,,
"Йогурт (Клубника-банан) 0,45 л 1,5% Село Лесное.",4870210771276,pcs,440,,,,
"Айран 0,93 л 1,5% Село Лесное.",4870210770392,pcs,550,,,,
"Айран 0,3 л 1,5% Село Лесное.",4870210771023,pcs,230,,,,
"Кефир 0,93 л 1 % Село Лесное.",4870064001093,pcs,545,,,,
"Кефир 0,93 л 2,5 % Село Лесное.",4870064001109,pcs,565,,,,
"Кефир 0,45 л 2,5 % Село Лесное.",4870210770675,pcs,340,,,,
Сметана 180 гр 15 % Село Лесное.,4870064001130,pcs,435,,,,
Сметана 360 гр 15 % Село Лесное.,4870064001147,pcs,745,,,,
Сметана 180 гр 20 % Село Лесное.,4870064001154,pcs,470,,,,
Сметана 360 гр 20 % Село Лесное.,4870064001161,pcs,795,,,,
Сыр Сулугуни 250 гр.,4870210770194,pcs,"1,725",,,,
"Тан классический 0,5 л ПЭТ.",4870052001944,pcs,345,,,,
Тан классический 1 л ПЭТ.,4870052001937,pcs,450,,,,
"Тан классический 1,5 л ПЭТ.",4870052003214,pcs,585,,,,
"Турецкий Айран1,2%-270гр",4870250270074,pcs,235,,,,
Сыр Emir Эмир вес 160,2500400110012,kg,"2,810",,,,
Сыр Emir Моцарелла вес,2500400120011,kg,"3,050",,,,
Сыр Emir Адыгея вес,2500400130010,kg,"2,920",,,,
Сыр Emir Сметанковый вес,2500400140019,kg,"2,800",,,,
Сыр Emir Голандский вес,2500400150018,kg,"3,510",,,,
Сыр Emir Сулугуни вес,2500400160017,kg,"3,050",,,,
Сыр Emir мини Моцарелла 300гр,4870021100203,pcs,"1,460",,,,
Сыр Emir Невский плав 200гр,4870021100180,pcs,705,,,,
Растишка творог Клубника-Банан пломбир 270гр,4600605022023,pcs,930,,,,
Растишка творог Лесная-Ягода пломбир 270гр,4600605022221,pcs,"1,005",,,,
Растишка Молочный коктейль клубника 210гр,4600605026885,pcs,445,,,,
Творог Простаквашино 2% расыпчат 290гр,4811351015942 2501509110019,pcs,"1,380",,,,
Сметана Простаквашино 15%  300гр,4600605029275,pcs,975,,,,
Сметана Простаквашино 20%  300гр,4600605029268,pcs,"1,125",,,,
Молоко Шадринское 6%-950мл,4607161622438,pcs,"1,300",,,,
"Сливки Чудское озеро 33%-0,5л",4600765027579,pcs,"2,630",,,,
"Сливки Чудское озеро 33%-0,2л",4600765027616,pcs,"1,300",,,,
"Сливки Чудское озеро 10%-0,2л",4600765025995,pcs,500,,,,
"Сливки Чудское озеро 20%-0,2л",4600765026008 4607021593717,pcs,790,,,,
"Сливки Чудское озеро 22%-0,5л",4600765025759,pcs,"2,320",,,,
"Молоко Питьевое безлактоз Чудское Озеро 3,2%-1л",4607021593458,pcs,980,,,,
Сыр твороженый Чудское Озеро 150гр,4600765002026,pcs,"1,045",,,,
Сыр KarKara Голандский особый 45%-200гр,4811277012797,pcs,"1,345",,,,
Сыр KarKara Российский особый 45%-200гр,4811277012827,pcs,"1,345",,,,
Сыр KarKara Сметанковый особый 45%-200гр,4811277012803,pcs,"1,345",,,,
Сыр KarKara Сливочный 45%-200гр,4811277012810,pcs,"1,345",,,,
Сыр Сливочный Мета Астана  50% вес,2500401640013,kg,"2,760",,,,
"Сырок Глазировный Молоко сгущеное 26%,-36гр",4820000950220 4820000952378,pcs,240,,,,
"Сырок Глазировный Ванильное 26%,-36гр",4820000950374,pcs,325,,,,
"Молоко Айс Плюс мдж-2,5%-1л",4870132003660,pcs,720,,,,
"Молоко Айс Плюс мдж-3,2%-1л",4870132003677,pcs,735,,,,
"Молоко Айс Плюс топленое мдж-3,2%-1л",4870132003684,pcs,750,,,,
"Молоко сгущен Лакомка 8,5%- 360 жб",4870144747590,pcs,530,,,,
"Молоко сгущен Буренка 8,5%- 380гр жб",4870144740393,pcs,585,,,,
Молоко сгущен Ак Булак 12%- 360гр жб,4870144744063,pcs,575,,,,
"Молоко конц Петропавловское 7,1%-500мл",4870144749426 2574105360010,pcs,715,,,,
Молоко конц Петропавловское 15%-500мл,4870144749402,pcs,810,,,,
Молоко конц Петропавловское 20%-500мл,4870144749419,pcs,875,,,,
"Молоко сгущен Буренка 8,5%- 250гр д.п",4870144745732,pcs,500,,,,
"Молоко сгущен ГОСТ 8,5%- 250гр дп",4870144745725,pcs,540,,,,
"Молоко MilokoBo 3,2%-1лТВА",4870144749860,pcs,550,,,,
"Молоко MilokoBo 2,5%-1лТВА",4870144749853,pcs,520,,,,
"Молоко сгущен Буренка 8,5%- 450гр б.п",4870144740454,pcs,820,,,,
"Молоко MilokoBo 7,5%-500млТВА",4870144740317,pcs,605,,,,
Молоко сгущен Лакомка-250гр дп,4870238600657,pcs,390,,,,
"Молоко MilokoBo 7,5%-250гр б.п",4870144740072,pcs,335,,,,
"Молоко Петропавловское 2,5%-0,9л",4870144749938,pcs,535,,,,
"Молоко Петропавловское 6%-0,9л",4870144749952,pcs,665,,,,
"Молоко Петропавловское 3,2%-0,9л",4870144749945,pcs,580,,,,
"Йогурт (Клубника) 0,930 л 1,5% Село Лесное.",4870210771535,pcs,690,,,,
"Йогурт (Персик) 0,930 л 1,5% Село Лесное.",4870210771573,pcs,720,,,,
"Йогурт (Малина) 0,930 л 1,5% Село Лесное.",4870210771566,pcs,690,,,,
"Йогурт Манго 0,5 л 1,5% Село Лесное.",4870210771863,pcs,440,,,,
"Йогурт Карамель-Груша 0,5 л 1,5% Село Лесное.",4870210771870,pcs,435,,,,
"Йогурт Ананас-Апельсин 0,5 л 1,5% Село Лесное.",4870210771856,pcs,440,,,,
"Йогурт Мороженное-Ягода 0,5 л 1,5% Село Лесное.",4870210771887,pcs,435,,,,
"Снежок 0,5 л 1,5% Село Лесное.",4870210770699,pcs,380,,,,
"Молоко Питьевое Чудское Озеро 3,2%-1л",4600765026800,pcs,745,,,,
Сыр плавленый Hohland Фетакса 400гр,4607004892615,pcs,"3,000",,,,
Сыр творожен Almete сливочный 150гр,4607004890673,pcs,"1,215",,,,
"Молоко Айс Плюс топленое мдж-6,5 % 350 мл",4870132003691,pcs,355,,,,
Сыр чечел палочки малочн 50гр,792649190388,pcs,505,,,,
Сыр чечел палочки копчен 50гр,792649190371,pcs,505,,,,
"БиоКефир 0,93 л 2,5 % Село Лесное.",4870210771511,pcs,555,,,,
"БиоРяженка 0,93 л 3,2 % Село Лесное.",4870210771528,pcs,605,,,,
"БиоЙогурт Ананас-апельсин 0,900л 1,5 % Село Лесное.",4870210771917,pcs,670,,,,
"БиоЙогурт Ягодное морожен 0,900л 1,5 % Село Лесное.",4870210771924,pcs,670,,,,
"БиоЛайф 1л 2,5 % Село Лесное.",4870210770729,pcs,675,,,,
"БИО С Персик 2,9% 0,45 кг",4870207314271,pcs,445,,,,
"Питьевой йогурт Абрикос 2%  0,9кг",4870207313298,pcs,700,,,,
"Творог Домашний Рассыпчатый Президент 0,1% 0,450 кг",4870207313991,pcs,"1,000",,,,
"Творог Домашний Рассыпчатый Президент 9% 0,200 кг",4870207313984,pcs,655,,,,
Курт круглый 100 гр. Султан-Ата.,4870001028534,pcs,615,,,,
Курт Кокшетау вак 30гр,4870212680637,pcs,290,,,,
Масло Петропавловское облегчен 60%-180гр,4870144748290,pcs,240,,,,
Масло Петропавловское особое70%-180гр,4870144748313,pcs,340,,,,
"Кефир 3,2% по техно 1956 -900мл",4870250270128,pcs,775,,,,
Напиток б/а на раст. сырье минд. у/паст Миндальное молоко Т3 CREMART.,4607021591522,pcs,"1,345",,,,
Чечил Продукт Балык охотничий копченый СОЧИНСКИЙ 50 г.,4610043821577,pcs,855,,,,
Сыр творожен Hohland с зеленью 220гр,4607004891717,pcs,"1,720",,,,
Pan Smetankoфф Сыр 200 гр Голландский мдж 45% фасовка.,4810268055393,pcs,"1,490",,,,
Pan Smetankoфф Сыр 200 гр Сливочный мдж 50% фасовка.,4810268055379,pcs,"1,435",,,,
Pan Smetankoфф Сыр 200 гр Сметанковый мдж 50% фасовка.,2500408330016 4810268055386,pcs,"1,250",,,,
Pan Smetankoфф Сыр 200 гр с ароматом топленого молока мдж 45% фасовка.,4810268055409,pcs,"1,250",,,,
Номад Сыр Голландский особый мдж 45 % фас.200 гр.,4811277012834,pcs,"1,360",,,,
Номад Сыр Сливочный мдж 50 % фас.200 гр.,4811277012865,pcs,"1,360",,,,
Номад Сыр Сметанковый мдж 50 % фас.200 гр.,4811277012858,pcs,"1,120",,,,
Номад Сыр Тильзитер мдж 45 % фас.200 гр.,4811277012841,pcs,"1,120",,,,
Сливки питьевые 10 % 10*10 *20 шт,4607178790090,pcs,550,,,,
"Йогурт слив 100 г ( клубника абрикос манго) 4,5%",4607178791264,pcs,210,,,,
"Йогурт сочн - молочн 1,2 % ( клубника) 95 гр.",2500408410015 4607178790274,pcs,225,,,,
Сыр творожный Виолетта 140 г с зеленью мдж 70 %.,4600493813208,pcs,970,,,,
Сыр творожный Виолетта 140 г с креветками мдж 70 %.,4600493811020,pcs,"1,010",,,,
Сыр творожный Виолетта 140 г с сливочным мдж 70 %.,4600493811006,pcs,"1,010",,,,
Курт соленый 30 гр. ( Viakom),4870207561828,pcs,240,,,,
Растишка 90 гр земляника,4600605013960,pcs,310,,,,
Растишка творог Клубника абрикос 270гр,4600605022238,pcs,"1,045",,,,
"Молоко концентрированное стерилизованное цельное жирность 8,6 % 300 гр. Три Желания.",4870035009042,pcs,685,,,,
"Продукт сывороточный сгущенный с сахаром 8,5 % 380 гр",4870035003330,pcs,530,,,,
"Кымыз Бал 0,5 л с/б",4631171364323 4603745114047,pcs,"1,000",,,,
Кымыз Бал в ассортим 1 л п/б,4603745114214 4631171364293 4631171364316,pcs,"1,625",,,,
"Молоко Мое 1,5% 0,95 литр",4870001154455,pcs,750,,,,
"Сыр плавленный ""С ветчиной"" 200 гр",4870007492315,pcs,755,,,,
"Сыр плавленный ""С грибами "" 200 гр",4870007492339,pcs,755,,,,
"Сыр плавленный ""Сливочный"" 200 гр",4870007492292,pcs,755,,,,
"Сыр плавленный ""Янтарь"" 200 гр",4870007492353,pcs,755,,,,
"Масло ""Вкусные"" 0,18   72,5%",4870007491424,pcs,685,,,,
"Масло ""Вкусные"" 0,2   72,5% Флоу/пак",4870007492063,pcs,695,,,,
"Масло ""Крестьянское"" 0,18   72,5%",4870007490038,pcs,870,,,,
"Масло ""Элитное "" 0,18   72,5%",4870007491820,pcs,"1,125",,,,
"Молоко сгущенное ж/б Варенка 0,38 кг 8,5%",4870007492247,pcs,820,,,,
Творожный сыр Альметте с зеленью 150 гр,4607004890680,pcs,"1,160",,,,
Напиток овсян NEMOLOKO классич 1л,4680019561981,pcs,990,,,,
"Напиток овсян NEMOLOKO ваниль витамин минер 0,2л",4680019568324,pcs,290,,,,
"Напиток овсян NEMOLOKO витамин В2-0,2л",4680019568294,pcs,290,,,,
"Напиток овсян NEMOLOKO клас витамин В2-0,2л",4680019568256,pcs,290,,,,
"Напиток овсян NEMOLOKO Экзотик-0,2л",4680019568270,pcs,290,,,,
Напиток овсян NEMOLOKO клас витамин В2-1л,4680019560922,pcs,"1,150",,,,
Напиток рисовый NEMOLOKO клас витамин -1л,4680019563442,pcs,"1,150",,,,
Молоко ДЕП ультра топленое 6%-500гр,4870144003191,pcs,545,,,,
"Молоко ДЕП ультра низколактозная 2,5%-500гр",4870144006352,pcs,275,,,,
Молоко ДЕП ультра 3%-4%-500гр,4870144005355,pcs,520,,,,
"Молоко ДЕП ультра микроэлементы 2,5%-500гр",4870144005348,pcs,300,,,,
"Молоко сгущеное ДЕП 8,5%-700гр",4870144002491,pcs,"1,715",,,,
"Молоко сгущеное ДЕП 8,5%-600гр",4870144003689,pcs,"1,690",,,,
"Молоко сгущеное вареная ДЕП 8,5%-600гр",4870144003702,pcs,"1,750",,,,
"Молочн коктейль ДЕП ваниль 1,8%-500гр",4870144005454,pcs,600,,,,
"Молочн коктейль ДЕП Клубника 1,8%-500гр",4870144005447,pcs,600,,,,
"Молочн коктейль ДЕП Шоколад1,8%-500гр",4870144005430,pcs,600,,,,
"Йогурт питьевой Эмиль Земляника1,5% пэт бут 310 гр",4870005359467,pcs,530,,,,
"Йогурт питьевой Эмиль клубн-мята-лайм 2,5% пэт бут 310 гр",4870250270043,pcs,520,,,,
